MES_ANO;UF_PROCEDENCIA;CATEGORIA;QTD_MACHO;QTD_FEMEA
12/2005;PA;Novilhona;1114;0
12/2005;SC;Novilhao;464;0
12/2005;SC;Perdiz;20856;0
12/2006;MS;Novilhao;247;0
12/2006;SC;Leitao;4250;0
12/2006;SP;Cordeira;75;0
12/2006;SP;Novilhona;2176;0
12/2006;TO;Asinino;3;3
12/2007;BA;Frango;3384453;0
12/2007;GO;Suino Tipo Carne,;105911;676
12/2007;MG;Galinha De Postura;3245;0
12/2007;RJ;Muar;1;4
12/2007;RO;Bovino;35977;31100
12/2007;RS;Cordeira;106;0
12/2008;BA;Frango;2176726;0
12/2008;SC;Porca Matrizeira;7736;0
12/2009;MT;Porca Matrizeira;1215;0
12/2009;RS;Novilho Intermediario;3906;0
12/2010;MT;Ovino;162;747
12/2010;RS;Novilha Intermediaria;661;0
12/2010;SP;Touro/Touruno;40;0
12/2011;MT;Novilhao;102174;0
12/2011;PR;Faizão;14995;0
12/2012;AC;Bovino;15511;4234
12/2012;AC;Touro/Touruno;300;0
12/2012;MG;Galo;5498;0
12/2012;PR;Galo;29557;0
12/2012;RS;Peru;214163;0
12/2012;SP;Suino;9042;5924
12/2013;PR;Porca Matrizeira;899;0
12/2013;SP;Suino Tipo Carne,;46578;34191
12/2014;AC;Novilhao;304;0
12/2014;AM;Vaca;266;0
12/2014;MS;Muar;2;4
12/2014;MS;Suino Tipo Carne,;56160;1180
12/2014;MT;Frango;19197090;0
12/2014;SP;Frango;44095947;0
12/2015;GO;Novilhao;16310;0
12/2015;MG;Galinha;291266;0
12/2015;MG;Suino Tipo Carne,;100499;56963
12/2015;MT;Suino Tipo Carne,;84276;81894
12/2015;PR;Leitao;1803;0
12/2015;PR;Suino Tipo Carne,;129078;127501
12/2015;RO;Bovino;20867;13812
12/2015;SC;Porco Matrizeiro;12;0
12/2015;SP;Leitao;462;0
12/2016;MG;Novilho Precoce;18406;0
12/2016;MT;Bovino;179802;78524
12/2016;MT;Porco Matrizeiro;2;0
12/2016;RJ;Bovino;1711;522
12/2016;SP;Suino;20184;20590
12/2017;DF;Suino Tipo Carne,;158;157
12/2017;GO;Novilhona;4172;0
12/2017;RS;Novilhao;973;0
12/2017;SE;Asinino;93;145
12/2018;MG;Galo;5205;0
12/2018;MS;Suino Tipo Carne,;74305;495
12/2018;TO;Galinha;23341;0
12/2019;BA;Bovino;20840;3253
12/2019;RS;Bovino;27724;17324
12/2020;PA;Frango;3475247;0
12/2020;SP;Pato;0;0
12/2021;MG;Tilápia, Tilápia-do-Nilo;103656;0
12/2021;SC;Equino;40;47
12/2021;SP;Galo;7406;439
01/2001;AL;Bovino;1216;125
01/2003;PB;Equino;9;9
01/2004;MT;Porca Matrizeira;224;0
01/2004;SC;Codorna;417280;0
01/2004;SP;Touro/Touruno;3;0
01/2005;BA;Equino;461;444
01/2005;PA;Novilha Intermediaria;958;0
01/2005;PR;Novilha Intermediaria;1203;0
01/2005;RS;Frango;51770011;0
01/2005;RS;Novilha Precoce;1220;0
01/2005;SP;Bufala;111;0
01/2006;GO;Bovino;134552;91496
01/2006;MS;Suino;2418;2220
01/2006;SC;Coelho;680;0
01/2006;SC;Marreco;31105;0
01/2006;TO;Muar;12;4
01/2007;PR;Novilha Intermediaria;1252;0
01/2007;SC;Frango;64059120;0
01/2007;SC;Novilhao;501;0
01/2008;MG;Muar;23;14
01/2008;PR;Bufalo;58;0
01/2009;MS;Muar;3;2
01/2009;SC;Porco Nao Classificado;34566;0
01/2010;GO;Vaca;3980;0
01/2010;MT;Nonato;90;0
01/2011;BA;Suino;1345;246
01/2011;GO;Novilhao;3024;0
01/2011;GO;Novilho Precoce;2328;0
01/2011;MG;Faizão;83276;0
01/2011;PB;Ovino;30;39
01/2011;PR;Galinha;600001;0
01/2011;RO;Nonato;212;0
01/2011;RS;Bufalo;100;0
01/2011;RS;Novilho Precoce;5035;0
01/2011;SP;Coelho;3743;0
01/2012;MS;Bufalo;32;0
01/2012;PR;Porco Nao Classificado;82;0
01/2012;PR;Vaca;1379;0
01/2012;RO;Novilhona;2452;0
01/2013;PA;Galinha;21717;0
01/2013;PR;Peru;622120;0
01/2013;RS;Bovino;26788;17753
01/2014;MG;Novilho Precoce;6584;0
01/2014;MS;Suino;26975;26975
01/2014;MT;Bovino;171973;123708
01/2014;MT;Novilho Precoce;3277;0
01/2014;RS;Porca Matrizeira;4089;0
01/2014;SC;Porco Matrizeiro;3;0
01/2014;SP;Paca;21;0
01/2015;MT;Touro/Touruno;799;0
01/2015;RJ;Leitoa;140;0
01/2015;RO;Frango;917733;0
01/2015;RS;Galo;2467;0
01/2016;PI;Asinino;72;148
01/2016;RO;Touro/Touruno;55396;0
01/2016;SP;Leitoa;60;0
01/2017;GO;Novilha Precoce;5300;0
01/2017;SC;Bovino;1090;4618
01/2018;RO;Novilha Precoce;5;0
01/2018;SC;Porca Matrizeira;13317;0
01/2019;DF;Frango;234837;0
01/2019;MT;Porco Matrizeiro;25;0
01/2019;SE;Suino;152;155
01/2020;MG;Suino Tipo Carne,;115421;45355
01/2020;PA;Frango;3865403;0
01/2020;RO;Touro/Touruno;54476;0
01/2020;RS;Bubalino Jovem;6;0
01/2020;TO;Novilho Intermediario;37;0
01/2021;GO;Novilha Precoce;82;0
01/2021;MG;Suino;62651;50214
01/2021;PA;Vaca;1928;0
01/2021;RJ;Bovino;1756;413
01/2021;SC;Galinha De Postura;57690;0
01/2021;SC;Porco Matrizeiro;351;0
01/2022;GO;Galinha;4833639;4033317
02/2003;ES;Leitao;46;0
02/2003;GO;Bufala;123;0
02/2003;GO;Caprino;30;60
02/2003;MT;Muar;26;27
02/2003;PR;Suino Tipo Banha,;2715;0
02/2004;PR;Muar;12;3
02/2004;RS;Bufalo;128;0
02/2004;TO;Equino;41;55
02/2005;ES;Frango;710799;0
02/2005;MG;Avestruz;22;0
02/2005;MT;Bovino;75506;72333
02/2005;RS;Novilha Intermediaria;3516;0
02/2005;SP;Galinha;169066;0
02/2006;MS;Avestruz;22;0
02/2006;SE;Suino;308;214
02/2006;SP;Frango Especial;73721;0
02/2006;SP;Galinha;726459;0
02/2007;GO;Porca Matrizeira;2310;0
02/2007;MT;Vaca;24830;0
02/2007;RS;Novilho Precoce;6179;0
02/2007;SC;Novilha Intermediaria;11;0
02/2008;MT;Muar;9;16
02/2008;RO;Nonato;236;0
02/2008;RR;Bovino;3011;739
02/2008;TO;Bovino;39339;41810
02/2009;GO;Novilho Precoce;4235;0
02/2009;MT;Galinha;184613;0
02/2009;PR;Suino Tipo Carne,;41326;45400
02/2009;SP;Suino;2340;2187
02/2010;GO;Novilhao;40;0
02/2010;SC;Suino Tipo Carne,;178000;172138
02/2011;GO;Novilha Precoce;1333;0
02/2011;PA;Vaca;22;0
02/2011;SC;Frango Especial;11904;0
02/2011;SP;Avestruz;411;0
02/2011;SP;Suino;4808;4170
02/2011;TO;Equino;11;9
02/2012;MG;Leitao;20;0
02/2012;MS;Bovino;159059;163642
02/2012;PA;Galinha;7000;0
02/2012;PR;Galo;55292;0
02/2012;SC;Codorna;516635;0
02/2013;GO;Leitao;342;0
02/2013;MG;Suino Tipo Banha,;72;9
02/2013;MT;Suino Tipo Carne,;67702;62900
02/2013;RS;Muar;7;7
02/2013;SC;Novilha Precoce;266;0
02/2013;TO;Frango;786784;0
02/2014;PR;Equino;540;339
02/2014;SP;Porca Matrizeira;358;0
02/2015;GO;Novilhao;14078;0
02/2015;SP;Porco Nao Classificado;360;0
02/2016;GO;Equino;507;328
02/2017;MG;Peru;243978;0
02/2017;RS;Galinha De Postura;20295;0
02/2017;RS;Novilho Intermediario;419;0
02/2018;MG;Vitelo;988;0
02/2018;MS;Bufalo;9;0
02/2018;PA;Novilha Intermediaria;1408;0
02/2018;RS;Bovino;27488;21950
02/2018;SC;Coelho;519;0
02/2019;ES;Frango;2984214;0
02/2019;GO;Novilhao;1130;0
02/2019;MA;Frango;65256;0
02/2019;SC;Peru;266071;0
02/2020;MT;Bubalino Jovem;3;0
02/2020;PR;Peru;1598;0
02/2020;SP;Porca Matrizeira;2470;0
02/2021;BA;Frango;1439010;99474
02/2021;GO;Galinha De Postura;60035;0
02/2021;RO;Bovino;108158;51226
02/2021;RO;Pintado da Amazônia;89;0
02/2021;RS;Faizão;14525;0
02/2021;RS;Novilha Intermediaria;7;0
02/2021;SP;Panga, Pangasius;3998;0
02/2022;SP;Suíno;113212;65692
03/2002;PR;Frango;10434968;0
03/2002;RS;Porco Matrizeiro;164;0
03/2003;MA;Suino;50;50
03/2003;MT;Suino;12864;13088
03/2003;RS;Touro/Touruno;65;0
03/2003;SP;Touro/Touruno;5;0
03/2004;ES;Porca Matrizeira;22;0
03/2004;MG;Novilhao;1301;0
03/2004;MG;Suino Tipo Banha,;101;0
03/2004;MT;Equino;201;259
03/2004;PR;Muar;10;3
03/2005;MG;Porco Nao Classificado;363;0
03/2005;PE;Galinha De Postura;4959;0
03/2005;RS;Equino;1797;1639
03/2005;RS;Galinha;238977;0
03/2006;MG;Peru;732534;0
03/2006;PE;Frango;1300662;0
03/2006;SC;Novilho Precoce;1346;0
03/2007;MG;Novilhao;319;0
03/2007;MT;Galinha;24152;0
03/2007;RO;Novilhao;54177;0
03/2007;RS;Galo;7913;0
03/2008;BA;Equino;514;448
03/2008;BA;Muar;22;13
03/2008;MT;Touro/Touruno;1946;0
03/2008;PR;Avestruz Fêmea;42;0
03/2008;SC;Suino Tipo Carne,;168734;144463
03/2008;SP;Bufalo;16;0
03/2009;MG;Coelha;295;0
03/2009;MS;Frango;9407275;0
03/2009;SP;Vaca;4106;0
03/2010;MG;Suino;76027;59222
03/2011;BA;Equino;66;39
03/2011;PR;Coelha;125;0
03/2011;PR;Nonato;40;0
03/2011;SC;Bovino;2310;4267
03/2011;SP;Porco Matrizeiro;140;0
03/2012;PR;Novilhao;2364;0
03/2012;RS;Asinino;6;16
03/2013;RS;Leitao;316;0
03/2014;DF;Galinha;12345;0
03/2014;MS;Suino Tipo Carne,;63770;4935
03/2014;PI;Frango;443633;0
03/2014;SC;Porca Matrizeira;9926;0
03/2015;PR;Peru;599167;0
03/2015;SP;Novilha Precoce;838;0
03/2016;BA;Frango;3635406;0
03/2016;GO;Equino;364;207
03/2016;MG;Galo;4450;0
03/2016;MG;Suino Tipo Banha,;329;0
03/2016;SC;Bovino;1630;5291
03/2016;SC;Bufala;1;0
03/2016;SC;Galo;10246;0
03/2016;SC;Novilho Precoce;1454;0
03/2017;MG;Porco Nao Classificado;64286;0
03/2017;MT;Galinha;364500;0
03/2017;MT;Novilha Intermediaria;1521;0
03/2017;SC;Bovino;1492;5624
03/2017;SP;Frango;41268526;0
03/2018;AC;Leitao;4;0
03/2018;ES;Galinha;83598;0
03/2018;MT;Galinha;288734;0
03/2019;MG;Ovino;473;46
03/2019;SP;Galo;44138;0
03/2020;DF;Leitoa;700;0
03/2020;DF;Suino;180;180
03/2020;MT;Bufala;4;0
03/2020;SP;Galo;76239;0
03/2020;TO;Novilho Intermediario;946;0
03/2021;RO;Aves;1634612;0
03/2021;RS;Bovino;36252;20405
03/2022;BA;Aves;1604483;1644996
03/2022;MG;Frango;26668047;4098164
03/2022;RS;Bubalino;288;253
04/2001;PA;Bovino;341;0
04/2003;RS;Touro/Touruno;56;0
04/2004;BA;Caprino;35;37
04/2004;GO;Frango;12456476;0
04/2004;MS;Bufalo;8;0
04/2004;SP;Novilho Intermediario;5878;0
04/2005;GO;Galinha;36303;0
04/2005;MS;Novilho Intermediario;60;0
04/2006;GO;Frango;12536655;0
04/2006;MG;Peru;547666;0
04/2006;PA;Bufala;240;0
04/2006;PA;Novilho Intermediario;1329;0
04/2006;PR;Avestruz;44;0
04/2006;PR;Leitao;74;0
04/2007;MS;Novilhao;38;0
04/2008;MS;Leitoa;290;0
04/2008;RR;Bufala;22;0
04/2008;SC;Frango;63027715;0
04/2009;RS;Novilha Precoce;934;0
04/2009;RS;Touro/Touruno;57;0
04/2009;SC;Leitao;2601;0
04/2009;SP;Vitelo;655;0
04/2010;MS;Suino Tipo Carne,;63246;16559
04/2010;PB;Frango;530208;0
04/2010;SC;Porco Matrizeiro;34;0
04/2010;SP;Galo;17810;0
04/2011;AC;Bovino;13787;7717
04/2011;MS;Cordeiro;410;0
04/2011;PR;Equino;69;31
04/2011;PR;Porco Matrizeiro;3;0
04/2011;RS;Capao;1453;0
04/2011;SP;Bubalino Jovem;20;0
04/2011;SP;Novilho Precoce;325;0
04/2012;GO;Novilhao;8922;0
04/2012;MG;Bufala;43;0
04/2013;GO;Bufalo;63;0
04/2013;GO;Novilha Intermediaria;10787;0
04/2013;GO;Peru;582397;0
04/2013;MT;Touro/Touruno;2742;0
04/2013;PR;Ovino;439;57
04/2013;SP;Porca Matrizeira;202;0
04/2014;AM;Novilhao;206;0
04/2014;GO;Bufalo;22;0
04/2014;GO;Suino;782;978
04/2014;RR;Bovino;2830;710
04/2015;BA;Cordeiro;335;0
04/2015;MT;Suino;5378;6017
04/2015;SC;Equino;10;11
04/2016;GO;Galo;9146;0
04/2016;MA;Frango;119183;0
04/2016;PR;Novilhao;1912;0
04/2016;SC;Leitao;264;0
04/2017;RS;Cordeira;34;0
04/2017;SC;Porco Nao Classificado;126499;0
04/2017;SP;Galo;61114;0
04/2018;GO;Equino;56;73
04/2018;MG;Bufala;45;0
04/2018;RO;Novilhao;21322;0
04/2018;RS;Frango;61714255;0
04/2018;RS;Suino;317465;287915
04/2018;SP;Leitao;249;0
04/2019;BA;Frango;3602329;0
04/2019;DF;Frango;393519;0
04/2019;PR;Porco Nao Classificado;1684;0
04/2019;RS;Galo;19673;0
04/2019;SP;Suino Tipo Carne,;12690;8520
04/2020;DF;Bovino;32;33
04/2020;GO;Frango;34567708;0
04/2020;PA;Galo;1637;0
04/2020;PR;Novilhao;2284;0
04/2020;SP;Frango;35186178;0
04/2020;SP;Leitao;1;0
04/2020;SP;Tilápia;264771;0
04/2021;PA;Aves;3640;0
04/2021;RS;Ovino;651;362
04/2022;MS;Bubalino;106;51
05/2001;AL;Bovino;731;92
05/2002;MT;Novilhao;62173;0
05/2002;RS;Bufalo;163;0
05/2003;DF;Frango;2762199;0
05/2003;MG;Peru;269442;0
05/2003;SC;Perdiz;33509;0
05/2003;SC;Suino Tipo Carne,;143676;103282
05/2004;DF;Frango;2834851;0
05/2004;MT;Suino;18017;26289
05/2004;SP;Bufalo;28;0
05/2005;AL;Bovino;1448;159
05/2005;MG;Equino;1388;1211
05/2005;RS;Galinha;277684;0
05/2005;SC;Pato;72299;0
05/2006;DF;Suino;3201;3540
05/2006;MG;Novilha Precoce;586;0
05/2006;MS;Vaca;1101;0
05/2006;PR;Leitao;373;0
05/2006;RO;Muar;1;5
05/2006;TO;Touro/Touruno;4;0
05/2007;DF;Bovino;4;4
05/2007;GO;Suino Tipo Carne,;96834;1102
05/2007;GO;Vitelo;960;0
05/2007;MA;Bovino;32997;10439
05/2007;SC;Galo;4835;0
05/2008;GO;Novilhao;12641;0
05/2008;GO;Peru;478870;0
05/2008;MS;Frango;10546445;0
05/2008;MT;Porca Matrizeira;672;0
05/2008;MT;Suino Tipo Carne,;24056;26587
05/2008;PR;Vaca;1327;0
05/2008;RS;Bubalino Jovem;16;0
05/2008;RS;Novilha Precoce;630;0
05/2008;SC;Marreco;20351;0
05/2008;SE;Frango;76951;0
05/2009;MG;Bubalino Jovem;3;0
05/2009;MT;Porca Matrizeira;1823;0
05/2009;RS;Novilha Intermediaria;893;0
05/2009;SC;Porco Matrizeiro;299;0
05/2010;PA;Galo;714;0
05/2010;RS;Novilhao;5487;0
05/2011;MS;Bufalo;125;0
05/2011;RJ;Frango;29084;0
05/2011;RS;Ovelha;4796;0
05/2011;SP;Suino Tipo Banha,;1520;0
05/2012;RO;Novilhona;592;0
05/2012;RS;Bubalino Jovem;13;0
05/2013;SC;Galo;5257;0
05/2013;SP;Frango;44621735;0
05/2013;SP;Novilha Precoce;450;0
05/2014;RS;Muar;1;0
05/2015;BA;Ovino;182;72
05/2015;MS;Bufala;81;0
05/2015;PR;Bovino;54594;26048
05/2016;GO;Bufala;37;0
05/2016;MG;Galinha;239581;0
05/2016;PA;Suino;61;61
05/2016;SE;Ovino;23;15
05/2016;TO;Frango;2401661;0
05/2017;AC;Porca Matrizeira;18;0
05/2017;MG;Galo;10010;0
05/2017;MS;Galo;3236;0
05/2017;RJ;Coelho;450;0
05/2017;RO;Touro/Touruno;48885;0
05/2017;SC;Novilho Precoce;1303;0
05/2018;PA;Vaca;2489;0
05/2018;SC;Peru;636811;0
05/2018;SP;Ovino;155;135
05/2019;PR;Porco Nao Classificado;1424;0
05/2020;PR;Nonato;38;0
05/2020;RO;Novilha Intermediaria;8183;0
05/2020;RS;Galo;12883;0
05/2020;TO;Galinha De Postura;82255;0
05/2021;PR;Ovino;423;77
05/2021;SC;Peru;329422;405991
05/2022;GO;Frango;18109848;6493143
05/2022;RS;Equino;498;508
06/2002;ES;Frango;127232;0
06/2002;PA;Bovino;1618;5
06/2003;BA;Bubalino Jovem;16;0
06/2003;MG;Equino;347;315
06/2004;MG;Galinha;68650;0
06/2004;MG;Peru;595117;0
06/2004;RO;Frango;651264;0
06/2004;SP;Bubalino Jovem;23;0
06/2004;SP;Javali;200;0
06/2004;SP;Ovino;25;0
06/2005;RJ;Asinino;1;1
06/2006;ES;Frango;750554;0
06/2006;MT;Suino Tipo Banha,;148;0
06/2007;PR;Galinha;286630;0
06/2007;RS;Porca Matrizeira;3283;0
06/2007;SP;Galinha;939949;0
06/2008;MS;Leitao;386;0
06/2008;MS;Touro/Touruno;20;0
06/2008;PR;Javali;25;25
06/2008;SC;Galinha;250368;0
06/2009;GO;Novilho Precoce;6108;0
06/2009;MG;Coelha;195;0
06/2009;RS;Novilha Intermediaria;478;0
06/2010;BA;Bovino;27614;8470
06/2010;MG;Avestruz;38;0
06/2010;MG;Porco Matrizeiro;28;0
06/2010;RS;Equino;249;305
06/2010;SC;Porca Matrizeira;10031;0
06/2011;DF;Ra;2400;0
06/2011;PA;Bovino;104337;43429
06/2012;PR;Equino;254;175
06/2012;PR;Pato;7741;0
06/2012;SP;Bovino;86979;41347
06/2013;RS;Novilho Precoce;352;0
06/2014;GO;Galo;5556;0
06/2014;RS;Galo;336;0
06/2014;SC;Suino;263726;244933
06/2014;SP;Pato;1606;0
06/2015;MS;Porca Matrizeira;1295;0
06/2015;MT;Nonato;18;0
06/2015;RS;Touro/Touruno;6;0
06/2016;MG;Avestruz;15;0
06/2016;MG;Cordeiro;39;0
06/2016;MG;Leitoa;120;0
06/2016;PR;Porca Matrizeira;1796;0
06/2017;MG;Novilho Precoce;21340;0
06/2017;MG;Suino Tipo Carne,;79324;46438
06/2017;RS;Galinha;646307;0
06/2017;SC;Coelho;400;0
06/2018;MS;Galinha;50636;0
06/2018;PA;Novilha Intermediaria;1946;0
06/2018;PR;Peru;798523;0
06/2018;RS;Bubalino Jovem;390;0
06/2018;RS;Galo;14196;0
06/2019;DF;Porco Matrizeiro;4;0
06/2019;PA;Novilhao;3831;0
06/2019;PA;Vaca;1526;0
06/2019;PR;Porca Matrizeira;3420;0
06/2019;SC;Bovino;1799;3370
06/2020;GO;Novilho Intermediario;51388;0
06/2020;PE;Faizão;28393;0
06/2020;PR;Galinha De Postura;261029;0
06/2020;RS;Suino Tipo Banha,;0;868
06/2020;SC;Galo;18855;0
06/2020;SP;Pato;550;0
06/2021;MS;Caprino;0;15
06/2021;RR;Suíno;480;0
07/2002;MS;Frango;41287;0
07/2003;MS;Frango;10119940;0
07/2003;MS;Suino Tipo Carne,;33394;27697
07/2003;PR;Novilhao;565;0
07/2004;GO;Novilho Intermediario;1930;0
07/2004;MG;Bufala;2;0
07/2004;PR;Frango;44080455;0
07/2004;SC;Peru;1313020;0
07/2004;SP;Novilho Intermediario;5405;0
07/2005;MG;Muar;43;43
07/2005;PR;Novilhao;1954;0
07/2005;RS;Equino;1102;866
07/2005;SC;Porco Matrizeiro;508;0
07/2005;SP;Suino Tipo Banha,;112;0
07/2006;MS;Frango;8984588;0
07/2006;SP;Suino;5335;2656
07/2007;BA;Bufalo;13;0
07/2007;MA;Bufalo;4;0
07/2007;MT;Porco Matrizeiro;360;0
07/2007;SC;Novilhao;287;0
07/2007;SP;Suino;3545;3653
07/2008;AL;Avestruz;165;0
07/2008;MG;Muar;35;27
07/2008;MG;Porco Nao Classificado;30;0
07/2008;MG;Suino Tipo Banha,;248;2
07/2008;MG;Vitelo;156;0
07/2008;MS;Capao;1;0
07/2008;MS;Galinha;30039;0
07/2008;RS;Bufala;113;0
07/2008;SP;Ovelha;1;0
07/2009;MS;Touro/Touruno;75;0
07/2009;MT;Frango;13012581;0
07/2009;PR;Novilhao;3946;0
07/2009;RO;Novilhao;54868;0
07/2009;SC;Ovino;16;0
07/2010;GO;Muar;17;12
07/2011;AM;Vaca;31;0
07/2011;GO;Galo;3632;0
07/2011;MG;Novilho Intermediario;18;0
07/2011;MT;Bovino;130481;95608
07/2011;RS;Leitoa;3025;0
07/2011;RS;Touro/Touruno;21;0
07/2011;SC;Frango;77456998;0
07/2011;SP;Suino Tipo Carne,;34858;18051
07/2012;AC;Bovino;14587;5548
07/2012;GO;Porco Matrizeiro;94;0
07/2012;MG;Novilhona;1;0
07/2012;MT;Porco Matrizeiro;42;0
07/2012;PR;Bufala;45;0
07/2012;RS;Galo;30887;0
07/2013;GO;Peru;585603;0
07/2013;GO;Vaca;32974;0
07/2013;MG;Galinha;223488;0
07/2013;RS;Vaca;4674;0
07/2014;GO;Touro/Touruno;3814;0
07/2014;MS;Bufala;39;0
07/2014;SP;Bovino;135955;39554
07/2014;SP;Novilhona;4483;0
07/2015;GO;Novilho Intermediario;33771;0
07/2015;MT;Porca Matrizeira;1101;0
07/2015;PA;Bufala;6;0
07/2016;MG;Ovelha;13;0
07/2016;SC;Bovino;1766;4157
07/2016;SP;Novilha Intermediaria;2679;0
07/2017;MT;Novilhona;44506;0
07/2017;RJ;Bovino;828;402
07/2017;SC;Cordeiro;5;0
07/2018;MS;Ovino;36;451
07/2018;MT;Leitao;100;0
07/2018;MT;Novilhona;48153;0
07/2018;RS;Leitoa;2952;0
07/2018;RS;Porco Matrizeiro;13;0
07/2019;MS;Suino;39326;39633
07/2020;MG;Touro/Touruno;64;0
07/2020;RS;Bufala;175;0
07/2020;RS;Novilha Intermediaria;550;0
07/2020;RS;Ovino;353;438
07/2020;RS;Porco Matrizeiro;238;0
07/2022;GO;Bubalino;1;0
08/2003;MS;Porco Matrizeiro;1;0
08/2003;SC;Pato;2350;0
08/2003;SP;Bovino;33442;12516
08/2004;GO;Bufalo;78;0
08/2004;RS;Novilho Precoce;7625;0
08/2004;SC;Peru;1184963;0
08/2005;GO;Galinha;36720;0
08/2005;GO;Novilho Precoce;3607;0
08/2005;SP;Novilho Precoce;356;0
08/2006;GO;Novilho Intermediario;56;0
08/2006;GO;Ovino;838;56
08/2006;MS;Bovino;246632;178567
08/2006;MT;Novilhona;75987;0
08/2006;PR;Muar;4;4
08/2006;RJ;Bovino;1003;898
08/2006;RS;Bovino;39232;28599
08/2006;SC;Novilha Precoce;512;0
08/2006;SC;Vaca;567;0
08/2007;PR;Galo;2452;0
08/2007;PR;Peru;1467725;0
08/2007;RO;Frango;685517;0
08/2007;RS;Capao;1534;0
08/2007;RS;Novilhona;1040;0
08/2007;SE;Avestruz Fêmea;30;0
08/2007;SP;Codorna;72770;0
08/2008;RO;Touro/Touruno;10682;0
08/2008;SC;Codorna;423421;0
08/2009;MT;Suino;17333;18031
08/2009;RS;Leitao;2855;0
08/2009;RS;Porco Nao Classificado;110;0
08/2010;DF;Frango;4920523;0
08/2010;GO;Galinha;201166;0
08/2010;RS;Equino;254;303
08/2010;SC;Suino Tipo Carne,;156139;156111
08/2010;TO;Equino;11;7
08/2011;MG;Avestruz Fêmea;16;0
08/2011;RS;Touro/Touruno;23;0
08/2012;GO;Porca Matrizeira;2669;0
08/2012;PR;Bufalo;37;0
08/2012;PR;Frango;134308186;0
08/2012;RS;Porca Matrizeira;7071;0
08/2012;SE;Bovino;3409;149
08/2012;SP;Bovino;129804;41551
08/2012;SP;Novilhona;3117;0
08/2012;SP;Porco Matrizeiro;130;0
08/2013;BA;Galeto;1544618;0
08/2013;MS;Bovino;194926;143812
08/2013;MT;Porca Matrizeira;1565;0
08/2013;SC;Galinha;430096;0
08/2014;AC;Touro/Touruno;1342;0
08/2015;DF;Suino;7642;7869
08/2015;PE;Galeto;1406495;0
08/2015;PR;Bufala;11;0
08/2015;SC;Frango;72882992;0
08/2015;SC;Novilho Intermediario;235;0
08/2015;SC;Pato;173748;0
08/2016;BA;Frango;3786667;0
08/2016;MG;Bufalo;10;0
08/2016;PR;Porca Matrizeira;2626;0
08/2017;ES;Bufalo;85;0
08/2017;GO;Frango;33291782;0
08/2017;GO;Galinha;472393;0
08/2017;PE;Galeto;1279969;0
08/2017;PR;Leitoa;1356;0
08/2017;SC;Novilho Precoce;1542;0
08/2018;PA;Novilha Precoce;586;0
08/2018;PR;Vaca;5780;0
08/2018;RS;Cordeiro;112;0
08/2019;SC;Frango;68488583;0
08/2020;GO;Novilhao;15896;0
08/2020;MG;Touro/Touruno;63;0
08/2020;MT;Porco Nao Classificado;508;0
08/2021;MG;Bovino;159277;30960
08/2021;MT;Pintado;20500;0
08/2021;SP;Tilápia do Nilo;2028229;0
08/2022;MG;Suíno;391654;183801
08/2022;MS;Bovino;150726;126891
08/2022;RJ;Galinha;0;7954
09/2001;AL;Bovino;1730;129
09/2003;MA;Bufalo;20;0
09/2003;MG;Bovino;33791;7241
09/2003;MS;Suino;3379;1537
09/2003;PR;Equino;2008;1167
09/2003;RS;Cordeiro;352;0
09/2003;TO;Bubalino Jovem;11;0
09/2004;SC;Equino;101;66
09/2005;ES;Frango;562473;0
09/2005;GO;Ovino;345;40
09/2005;MS;Muar;59;39
09/2005;MT;Bufala;3;0
09/2005;PR;Leitao;323;0
09/2005;RS;Leitoa;148;0
09/2005;RS;Novilha Intermediaria;5665;0
09/2005;SC;Novilho Precoce;3497;0
09/2005;SP;Bufala;52;0
09/2006;GO;Vaca;1612;0
09/2006;MG;Novilho Intermediario;2619;0
09/2006;MS;Frango;9621718;0
09/2006;MS;Ovelha;137;0
09/2007;PR;Novilha Intermediaria;882;0
09/2008;GO;Suino Tipo Carne,;120609;0
09/2008;MG;Peru;863832;0
09/2008;RS;Leitao;2469;0
09/2009;DF;Ra;9600;0
09/2009;PR;Galo;7726;0
09/2009;RO;Frango;915884;0
09/2009;SC;Peru;849889;0
09/2010;MS;Novilhao;119;0
09/2010;PR;Pato;23298;0
09/2010;RS;Suino;250686;224476
09/2010;SP;Novilhao;5001;0
09/2011;MS;Cordeiro;631;0
09/2011;PA;Bufalo;445;0
09/2011;PR;Vaca;1058;0
09/2011;RS;Novilhao;2738;0
09/2012;AM;Touro/Touruno;29;0
09/2012;GO;Touro/Touruno;3619;0
09/2012;MT;Frango;18320405;0
09/2013;RO;Novilhao;32217;0
09/2013;RO;Vaca;38618;0
09/2014;BA;Cordeiro;86;0
09/2014;MG;Frango Especial;1192080;0
09/2014;MG;Porco Matrizeiro;6;0
09/2014;SC;Codorna;518868;0
09/2015;BA;Ovino;23;0
09/2015;MS;Novilho Intermediario;112;0
09/2016;GO;Equino;431;249
09/2016;MS;Galo;4995;0
09/2016;MT;Touro/Touruno;517;0
09/2017;AC;Porco Matrizeiro;1;0
09/2017;GO;Novilha Precoce;791;0
09/2017;PR;Novilhao;2630;0
09/2017;SP;Suino;27067;27699
09/2018;MG;Suino;74147;43373
09/2018;MT;Bubalino Jovem;4;0
09/2018;SP;Frango;33057249;0
09/2019;RS;Bufalo;47;0
