MES_ANO;UF_PROCEDENCIA;CATEGORIA;QTD_MACHO;QTD_FEMEA
05/2005;TO;Bovino;43929;42041
05/2006;MT;Porca Matrizeira;872;0
05/2006;SC;Novilho Precoce;2356;0
05/2006;SP;Frango;49370603;0
05/2007;BA;Bufalo;6;0
05/2007;MS;Novilha Intermediaria;3529;0
05/2007;TO;Muar;45;25
05/2008;MG;Porca Matrizeira;1390;0
05/2008;PE;Galinha De Postura;22590;0
05/2009;PA;Novilhao;3800;0
05/2009;PR;Suino Tipo Carne,;118280;114587
05/2010;MG;Muar;22;35
05/2010;MT;Porca Matrizeira;992;0
05/2010;SP;Muar;1;2
05/2011;PR;Pato;24429;0
05/2011;PR;Porco Nao Classificado;87;0
05/2011;SP;Vaca;3482;0
05/2012;GO;Bovino;142332;52258
05/2012;GO;Leitao;219;0
05/2012;PA;Novilhao;4594;0
05/2012;SC;Leitao;280;0
05/2012;SC;Leitoa;636;0
05/2012;SP;Novilho Intermediario;2884;0
05/2012;TO;Frango;674284;0
05/2013;MS;Bufalo;115;0
05/2013;MS;Leitoa;75;0
05/2014;BA;Cabrita;9;0
05/2014;MT;Galo;2580;0
05/2014;PE;Frango;1005770;0
05/2014;PR;Porca Matrizeira;908;0
05/2014;SC;Leitoa;746;0
05/2014;SP;Galinha De Postura;9748;0
05/2015;GO;Peru;515868;0
05/2015;GO;Suino;50700;49109
05/2015;SC;Porco Matrizeiro;4;0
05/2016;MG;Porco Nao Classificado;54351;0
05/2016;PA;Bufala;32;0
05/2016;PR;Suino Tipo Carne,;145936;132863
05/2016;RS;Suino Tipo Carne,;22892;16092
05/2016;SC;Galinha;642771;0
05/2017;PA;Bovino;150293;59481
05/2017;PR;Porco Matrizeiro;1;0
05/2017;PR;Suino Tipo Carne,;139790;144413
05/2017;RS;Galinha De Postura;25616;0
05/2017;SC;Porco Matrizeiro;9;0
05/2018;ES;Frango;2649526;0
05/2018;GO;Novilhao;2094;0
05/2018;MG;Coelho;300;0
05/2018;MT;Frango;17094042;0
05/2018;RO;Frango;1092934;0
05/2019;GO;Frango;37882770;0
05/2019;MA;Bovino;32034;337
05/2019;PR;Bufala;55;0
05/2019;TO;Vaca;140;0
05/2020;BA;Galinha;47467;0
05/2020;MS;Porco Nao Classificado;8432;0
05/2020;PR;Porco Nao Classificado;1617;0
05/2021;BA;Muar;246;227
05/2021;PR;Rã;575;575
05/2022;PR;Coelho;45;45
05/2022;RO;Bovino;111856;67775
05/2022;RS;Asinino;34;9
05/2022;RS;Tilápia do Nilo;85227;0
06/2002;TO;Novilhona;315;0
06/2004;DF;Frango;2929254;0
06/2004;RS;Novilho Intermediario;7023;0
06/2004;SC;Novilha Precoce;570;0
06/2005;BA;Asinino;382;481
06/2005;ES;Frango;571223;0
06/2005;MS;Bufala;27;0
06/2005;SE;Suino;433;225
06/2006;AM;Bufalo;125;0
06/2006;MS;Leitao;118;0
06/2006;PA;Bufala;15;0
06/2006;PR;Novilhao;4055;0
06/2006;SP;Vaca;5494;0
06/2008;PR;Coelha;330;0
06/2009;BA;Galinha;3345;0
06/2009;DF;Frango;5894845;0
06/2009;GO;Galinha;126125;0
06/2009;RS;Porco Matrizeiro;128;0
06/2009;RS;Suino;250798;246750
06/2009;SC;Leitoa;418;0
06/2009;SP;Bovino;80673;51911
06/2010;MA;Bovino;35704;901
06/2010;PA;Novilhona;1130;0
06/2010;RS;Novilha Intermediaria;560;0
06/2010;RS;Novilho Precoce;1974;0
06/2011;RS;Cordeiro;2403;0
06/2011;RS;Galinha De Postura;43066;0
06/2011;SC;Equino;92;57
06/2011;SP;Ovelha;6;0
06/2011;SP;Suino Tipo Carne,;44536;23652
06/2012;DF;Suino;8165;8303
06/2012;MG;Vitelo;1367;0
06/2012;PR;Novilhao;2212;0
06/2012;RO;Bovino;28064;21420
06/2012;SC;Peru;876808;0
06/2013;AC;Touro/Touruno;1765;0
06/2013;DF;Suino;7477;7740
06/2013;GO;Peru;482799;0
06/2013;PA;Galinha;29625;0
06/2014;GO;Suino Tipo Carne,;122660;8587
06/2014;SC;Ovino;0;18
06/2014;SP;Novilha Intermediaria;3160;0
06/2015;AM;Bovino;1645;1883
06/2016;ES;Frango;2551407;0
06/2016;MG;Coelho;130;0
06/2016;PR;Porco Matrizeiro;1;0
06/2016;RS;Equino;568;541
06/2016;RS;Ovino;919;561
06/2016;SC;Porco Matrizeiro;11;0
06/2017;MT;Suino;2396;3844
06/2017;PA;Frango;3720342;0
06/2017;PR;Galo;72182;0
06/2017;RS;Bufala;67;0
06/2017;SC;Galo;37623;0
06/2018;MG;Ovino;596;133
06/2018;MT;Novilha Precoce;1;0
06/2019;AM;Bovino;3704;2219
06/2019;DF;Suino Tipo Carne,;120;120
06/2019;GO;Novilho Precoce;1245;0
06/2019;MG;Porca Matrizeira;1916;0
06/2019;MT;Bufala;35;0
06/2019;PA;Galinha;9028;0
06/2020;PA;Bufala;20;0
06/2020;RS;Galinha;341019;0
06/2020;SC;Suino;375996;368818
06/2021;PA;Aves;17048;14437
06/2021;RJ;Frango;13852;8100
06/2022;PA;Bubalino;214;12
06/2022;RO;Aves;1384449;0
06/2022;SC;Pato;242782;0
07/2002;GO;Novilhao;34;0
07/2002;MG;Vaca;540;0
07/2002;RS;Novilho Precoce;153;0
07/2003;GO;Vaca;1121;0
07/2003;MG;Porca Matrizeira;1041;0
07/2003;RS;Bufala;17;0
07/2004;MG;Novilho Intermediario;16387;0
07/2004;PR;Bufala;142;0
07/2004;RO;Frango;681911;0
07/2004;RR;Bovino;2110;963
07/2004;SP;Galinha De Postura;898870;0
07/2005;MS;Vitelo;1700;0
07/2005;RS;Porco Matrizeiro;58;0
07/2005;TO;Bovino;47724;37296
07/2006;MS;Novilha Intermediaria;1480;0
07/2006;PA;Novilha Intermediaria;1188;0
07/2006;SP;Galinha;1693929;0
07/2007;PA;Touro/Touruno;4;0
07/2007;SP;Galinha;1112171;0
07/2008;PA;Novilhona;2397;0
07/2008;RO;Touro/Touruno;11592;0
07/2008;SC;Marreco;10334;0
07/2008;SC;Novilho Intermediario;325;0
07/2009;MG;Porco Nao Classificado;925;0
07/2009;PR;Bovino;42580;23814
07/2009;RS;Touro/Touruno;43;0
07/2010;DF;Galinha;50015;0
07/2010;GO;Suino;271;269
07/2010;PB;Frango;743974;0
07/2010;PR;Equino;66;33
07/2010;PR;Vaca;2025;0
07/2010;RJ;Faizão;15259;0
07/2010;RS;Bufalo;34;0
07/2010;RS;Leitao;1931;0
07/2010;TO;Vaca;60;0
07/2013;AC;Vaca;200;0
07/2013;BA;Suino;342;3
07/2013;DF;Frango;7213009;0
07/2013;MG;Bufala;38;0
07/2013;MS;Suino Tipo Carne,;62407;4200
07/2013;RO;Novilhao;39535;0
07/2014;AM;Touro/Touruno;521;0
07/2014;BA;Cabrita;68;0
07/2014;CE;Frango;263858;0
07/2014;MG;Porco Matrizeiro;49;0
07/2014;RS;Bufalo;80;0
07/2014;RS;Novilha Precoce;215;0
07/2014;SP;Porca Matrizeira;429;0
07/2015;BA;Galo;1674;0
07/2015;ES;Frango;2926853;0
07/2015;MT;Touro/Touruno;1010;0
07/2016;MS;Novilhao;40;0
07/2016;MT;Touro/Touruno;2302;0
07/2017;GO;Frango;33557295;0
07/2017;GO;Porca Matrizeira;2036;0
07/2017;PA;Novilhao;4807;0
07/2017;RO;Bovino;34070;21575
07/2017;SP;Frango;38042944;0
07/2018;MS;Avestruz;110;0
07/2018;MS;Bovino;175265;139019
07/2018;MS;Suino;36865;36866
07/2018;MT;Porco Matrizeiro;3;0
07/2018;RS;Galinha;431931;0
07/2018;RS;Vaca;10028;0
07/2018;SC;Equino;32;32
07/2019;GO;Ovino;8;34
07/2019;SC;Frango;70510978;0
07/2019;SP;Leitoa;4;0
07/2020;MT;Galinha De Postura;198776;0
07/2020;PB;Galeto;24810;0
07/2020;PR;Peru;9810;0
07/2020;PR;Porco Matrizeiro;147;0
07/2021;MT;Tilápia do Nilo;80000;0
07/2021;RO;Galinha;0;2340
07/2022;SE;Aves;3449;0
08/2002;BA;Frango;1749391;0
08/2002;SC;Faizão;49820;0
08/2003;BA;Vaca;90;0
08/2003;MA;Bovino;27623;2500
08/2003;MT;Novilhona;45463;0
08/2004;DF;Equino;12;10
08/2004;DF;Suino;1354;1309
08/2004;MS;Novilhao;1;0
08/2004;RO;Novilhao;50639;0
08/2004;RS;Frango;49345947;0
08/2004;TO;Asinino;0;1
08/2005;ES;Equino;39;27
08/2006;AM;Bovino;5291;1026
08/2006;MS;Ovino;497;0
08/2007;AL;Avestruz Fêmea;56;0
08/2007;SP;Vitelo;849;0
08/2008;SC;Galinha;200708;0
08/2009;MS;Equino;140;85
08/2009;MT;Touro/Touruno;1253;0
08/2009;MT;Vitelo;36;0
08/2009;PR;Galinha;819441;0
08/2009;RS;Novilhao;1761;0
08/2010;BA;Suino;1745;514
08/2010;GO;Novilho Precoce;6177;0
08/2010;MS;Ovino;665;799
08/2010;PR;Suino;93512;89467
08/2010;SP;Novilho Intermediario;2651;0
08/2010;TO;Bufala;14;0
08/2011;GO;Novilha Intermediaria;3104;0
08/2011;MS;Galo;6982;0
08/2011;MT;Touro/Touruno;1229;0
08/2011;RS;Suino Tipo Carne,;33070;30666
08/2012;MS;Ovino;100;396
08/2012;PE;Galeto;482946;0
08/2012;PR;Coelho;154;0
08/2012;PR;Vaca;929;0
08/2012;SC;Coelha;685;0
08/2012;SC;Porca Matrizeira;9670;0
08/2012;SP;Coelho;460;0
08/2012;TO;Bovino;49615;30758
08/2013;MG;Coelho;771;0
08/2013;MG;Frango;31154443;0
08/2013;PI;Bovino;300;0
08/2013;RS;Equino;454;398
08/2013;SC;Porca Matrizeira;8951;0
08/2013;SP;Galinha;1811032;0
08/2013;SP;Galinha De Postura;354783;0
08/2014;BA;Ovino;30;25
08/2014;BA;Suino;364;0
08/2014;PR;Porco Nao Classificado;11;0
08/2014;RS;Vaca;7200;0
08/2015;MS;Galinha;70077;0
08/2015;PR;Vaca;2738;0
08/2015;SC;Galo;2810;0
08/2015;SC;Novilhao;1076;0
08/2016;PA;Novilho Precoce;67;0
08/2016;SC;Porca Matrizeira;21113;0
08/2017;RJ;Coelho;180;0
08/2017;RS;Peru;463321;0
08/2018;MS;Bovino;179964;118587
08/2018;PR;Galinha De Postura;27850;0
08/2018;SC;Suino Tipo Banha,;2246;0
08/2018;SP;Coelho;1240;0
08/2018;SP;Suino Tipo Carne,;16902;9568
08/2018;TO;Vaca;38;0
08/2019;GO;Suino Tipo Carne,;10074;2936
08/2019;RS;Galinha;137611;0
08/2019;TO;Frango;1097640;0
08/2020;GO;Novilha Intermediaria;2799;0
08/2020;PR;Novilhao;2643;0
08/2021;PE;Frango;387618;323203
08/2022;BA;Equino;2268;2684
08/2022;RS;Asinino;0;3
09/2002;PA;Frango;758073;0
09/2002;RS;Capao;163;0
09/2003;GO;Bovino;164160;61375
09/2003;GO;Porco Nao Classificado;110;0
09/2003;PA;Bufalo;280;0
09/2004;ES;Frango;693719;0
09/2004;MG;Porco Nao Classificado;554;0
09/2004;PR;Javali;25;25
09/2004;RO;Muar;1;3
09/2004;SP;Faizão;26794;0
09/2005;CE;Ovino;282;123
09/2005;PE;Frango;1273724;0
09/2005;SC;Novilha Precoce;1106;0
09/2006;MG;Vaca;2218;0
09/2006;MT;Bovino;134536;69830
09/2006;PA;Touro/Touruno;446;0
09/2006;SE;Bovino;5149;675
09/2006;TO;Nonato;13;0
09/2007;BA;Frango;3261129;0
09/2007;CE;Ovino;426;200
09/2007;MG;Equino;1059;746
09/2007;SC;Novilha Precoce;282;0
09/2008;GO;Touro/Touruno;292;0
09/2008;PA;Novilhona;1509;0
09/2009;AC;Bovino;17049;8508
09/2009;GO;Porca Matrizeira;2727;0
09/2009;MT;Novilhao;122741;0
09/2009;RS;Asinino;2;0
09/2009;SP;Coelha;294;0
09/2009;TO;Frango;1107507;0
09/2010;AM;Bovino;3771;1777
09/2010;PR;Muar;1;1
09/2010;SC;Novilho Intermediario;70;0
09/2011;MS;Touro/Touruno;234;0
09/2011;RS;Suino Tipo Carne,;28756;26166
09/2011;SC;Novilho Precoce;800;0
09/2011;TO;Frango;682754;0
09/2012;MG;Bufalo;21;0
09/2012;MG;Leitao;67;0
09/2013;MG;Leitao;119;0
09/2013;RS;Galinha De Postura;16875;0
09/2013;RS;Suino Tipo Carne,;34058;26812
09/2014;BA;Cabrita;28;0
09/2014;DF;Bovino;3;0
09/2014;DF;Galo;1980;0
09/2014;RO;Bufalo;8;0
09/2014;RS;Muar;3;1
09/2015;GO;Suino Tipo Carne,;76865;68027
09/2015;MT;Novilhao;63830;0
09/2015;MT;Novilhona;22573;0
09/2016;GO;Peru;533065;0
09/2016;SE;Ovino;40;7
09/2017;MG;Galinha De Postura;120101;0
09/2017;MG;Ovino;359;53
09/2017;MS;Novilha Intermediaria;745;0
09/2017;SC;Marreco;15980;0
09/2018;DF;Suino;321;300
09/2018;MS;Novilha Intermediaria;20;0
09/2018;PR;Bufalo;89;0
09/2018;PR;Touro/Touruno;18;0
09/2018;SC;Galo;24477;0
09/2019;MS;Ovino;442;332
09/2019;MT;Suino;12706;12479
09/2019;PA;Bufalo;404;0
09/2019;PA;Vaca;1638;0
09/2019;SP;Leitoa;1;0
09/2020;GO;Equino;185;145
09/2020;MG;Galo;4310;0
09/2020;MG;Novilho Precoce;21204;0
09/2020;MG;Suino Tipo Carne,;32974;28011
09/2020;RS;Novilho Intermediario;10117;0
09/2021;BA;Galo;1650;0
09/2021;DF;Suíno;949;1825
09/2022;MA;Bovino;30533;246
09/2022;SC;Bovino;2354;4434
1/2021;MG;Novilha Precoce;628;0
10/2001;MG;Frango;406063;0
10/2002;MG;Equino;9;6
10/2003;SC;Coelha;288;0
10/2003;SP;Vitelo;174;0
10/2004;RO;Vaca;18211;0
10/2005;MS;Muar;41;27
10/2005;PA;Novilhona;839;0
10/2005;SC;Codorna;444472;0
10/2005;SP;Bufalo;118;0
10/2006;GO;Bufalo;57;0
10/2006;MG;Coelha;270;0
10/2006;PR;Porco Matrizeiro;39;0
10/2006;SC;Coelho;1380;0
10/2007;BA;Avestruz Fêmea;143;0
10/2007;GO;Vaca;1893;0
10/2007;RS;Vaca;4025;0
10/2007;SC;Galinha Dangola;1907;0
10/2008;MG;Porca Matrizeira;1605;0
10/2008;MT;Suino;15656;15880
10/2008;PE;Bovino;10;13
10/2008;RS;Nonato;5;0
10/2008;SC;Suino Tipo Carne,;226477;203867
10/2009;AM;Bufala;19;0
10/2009;AM;Bufalo;11;0
10/2009;BA;Muar;46;47
10/2009;MG;Novilha Precoce;195;0
10/2009;RO;Touro/Touruno;30569;0
10/2009;RS;Bovino;29291;30908
10/2009;SC;Suino;177630;126905
10/2010;AC;Bufala;1;0
10/2010;AC;Touro/Touruno;209;0
10/2010;PR;Novilhao;5047;0
10/2010;RJ;Bovino;3;17
10/2010;RS;Novilha Precoce;1982;0
10/2011;GO;Suino;288;287
10/2011;MG;Bovino;98796;21600
10/2011;PR;Galinha;1075842;0
10/2011;RS;Novilha Intermediaria;478;0
10/2012;GO;Novilhao;16395;0
10/2012;GO;Peru;622891;0
10/2012;MG;Coelho;478;0
10/2012;MG;Vaca;641;0
10/2012;SC;Coelho;120;0
10/2013;PA;Frango;2968613;0
10/2013;SE;Bovino;3648;500
10/2014;MS;Porca Matrizeira;976;0
10/2014;PR;Novilha Intermediaria;1255;0
10/2014;RN;Frango;417218;0
10/2014;RS;Novilha Intermediaria;410;0
10/2015;PR;Porco Nao Classificado;36;0
10/2015;RS;Porco Matrizeiro;4;0
10/2015;TO;Frango;2328048;0
10/2016;ES;Frango;2731650;0
10/2016;PR;Suino Tipo Carne,;167331;159367
10/2016;SC;Bovino;1576;5777
10/2016;SE;Bovino;2643;278
10/2016;SP;Galinha De Postura;309128;0
10/2017;MS;Porco Nao Classificado;2848;0
10/2017;PI;Bovino;279;0
10/2017;PR;Vaca;4732;0
10/2018;GO;Bufala;3;0
10/2018;MG;Vaca;80;0
10/2018;RS;Suino Tipo Carne,;29893;27174
10/2018;SC;Muar;1;0
10/2018;SE;Porca Matrizeira;89;0
10/2019;BA;Suino;200;200
10/2019;GO;Novilho Intermediario;54307;0
10/2019;RS;Bufalo;29;0
10/2019;RS;Cordeiro;496;0
10/2020;RS;Bubalino Jovem;8;0
10/2021;AM;Bovino;1173;898
10/2021;MG;Aves;5751484;24403
10/2022;ES;Frango;1625512;1396455
11/2002;MG;Equino;31;52
11/2003;MG;Galinha;33300;0
11/2003;PR;Frango;53508143;0
11/2003;SC;Novilhao;106;0
11/2004;MT;Novilhona;53996;0
11/2004;RO;Equino;60;118
11/2004;SC;Vaca;996;0
11/2005;RO;Novilhona;1955;0
11/2005;RR;Bovino;2603;977
11/2005;SC;Marreco;26826;0
11/2005;SP;Codorna;61329;0
11/2006;MG;Muar;30;36
11/2006;MT;Vaca;26486;0
11/2006;PR;Leitao;1046;0
11/2006;PR;Novilha Intermediaria;858;0
11/2006;RS;Cordeiro;9158;0
11/2006;SC;Bubalino Jovem;22;0
11/2006;SC;Galinha De Postura;5496;0
11/2006;SP;Cordeira;122;0
11/2007;BA;Ovino;1470;383
11/2007;GO;Novilha Precoce;118;0
11/2007;MA;Bovino;31279;8354
11/2007;MT;Bufala;33;0
11/2007;MT;Muar;19;25
11/2008;BA;Cabrito;18;0
11/2008;MS;Novilha Intermediaria;671;0
11/2008;PR;Faizão;148737;0
11/2008;PR;Peru;1356855;0
11/2008;SC;Codorna;508766;0
11/2009;SC;Novilho Precoce;1020;0
11/2009;SP;Novilhona;1843;0
11/2010;RS;Novilha Precoce;1206;0
11/2011;GO;Novilhao;2290;0
11/2011;PR;Frango;120279346;0
11/2011;SP;Suino;5492;4782
11/2012;MT;Suino Tipo Carne,;62471;62552
11/2012;PI;Bovino;4;19
11/2012;PR;Porco Nao Classificado;44;0
11/2012;RS;Equino;299;338
11/2013;GO;Novilhao;25097;0
11/2013;MG;Novilha Precoce;24;0
11/2014;BA;Bufalo;42;0
11/2014;GO;Novilhao;41083;0
11/2014;GO;Vaca;14203;0
11/2014;PR;Galo;80775;0
11/2014;TO;Bovino;46616;17485
11/2015;DF;Galinha;44100;0
11/2015;GO;Peru;505422;0
11/2015;PA;Suino;280;0
11/2015;PR;Suino Tipo Banha,;32;0
11/2015;SC;Marreco;11999;0
11/2015;SC;Peru;1005493;0
11/2016;BA;Muar;3;3
11/2016;PB;Frango;1220865;0
11/2016;SP;Bufalo;1;0
11/2016;SP;Novilha Intermediaria;1713;0
11/2017;SC;Bufalo;13;0
11/2017;SC;Leitoa;1615;0
11/2017;SP;Bovino;121725;28244
11/2018;SE;Porca Matrizeira;121;0
11/2019;MG;Porca Matrizeira;984;0
11/2019;RJ;Galinha De Postura;12910;0
11/2019;RS;Frango;62247574;0
11/2020;GO;Porca Matrizeira;895;0
11/2020;SC;Suino Tipo Carne,;82879;81125
11/2020;TO;Vaca;40;0
11/2021;MT;Aves;1905605;2138875
11/2021;RN;Aves;160564;160560
11/2022;PR;Frango;123844;0
11/2022;SC;Galinha;0;168179
12/2002;RO;Muar;2;0
12/2002;RS;Novilha Precoce;39;0
12/2003;GO;Novilhona;430;0
12/2003;GO;Ovino;122;24
12/2003;SP;Frango;36322355;0
12/2004;PE;Frango;1223631;0
12/2004;PE;Suino;180;0
12/2004;RN;Bovino;131;0
12/2004;SC;Bufala;67;0
12/2004;SC;Equino;266;188
12/2005;GO;Ovino;529;209
12/2006;AM;Bubalino Jovem;7;0
12/2006;GO;Suino;305;78
12/2006;MG;Vaca;2630;0
12/2006;MT;Leitao;150;0
12/2006;PA;Bovino;106935;71490
12/2006;PA;Bufalo;152;0
12/2006;RO;Novilhao;63189;0
12/2006;SC;Peru;445077;0
12/2007;GO;Bufala;27;0
12/2007;GO;Bufalo;25;0
12/2007;RS;Capao;676;0
12/2007;RS;Novilha Precoce;279;0
12/2008;MS;Cordeiro;25;0
12/2008;MS;Porca Matrizeira;639;0
12/2008;PR;Bufala;24;0
12/2008;TO;Frango;989813;0
12/2009;DF;Ovino;90;63
12/2009;MS;Bovino;194874;136977
12/2009;MT;Bovino;119232;47195
12/2009;PA;Novilhona;2737;0
12/2009;PR;Novilha Intermediaria;1224;0
12/2010;SP;Pato;1172;0
12/2011;MG;Suino;88760;69672
12/2011;RN;Frango;432008;0
12/2011;RO;Bovino;22131;18909
12/2011;RS;Novilhao;2684;0
12/2011;RS;Porco Matrizeiro;741;0
12/2011;TO;Muar;3;1
12/2012;MG;Bufala;5;0
12/2012;MG;Porca Matrizeira;2148;0
12/2012;MS;Bufalo;65;0
12/2012;PR;Javali;25;25
12/2012;RS;Suino;249934;225793
12/2013;AM;Touro/Touruno;31;0
12/2013;BA;Galinha;29104;0
12/2013;MG;Suino Tipo Carne,;82337;50225
12/2013;PA;Frango;3011754;0
12/2013;RJ;Galinha;89461;0
12/2013;SC;Porca Matrizeira;8367;0
12/2014;BA;Bovino;21097;12391
12/2014;MS;Galo;2112;0
12/2014;PA;Nonato;54;0
12/2014;RJ;Leitao;349;0
12/2015;MS;Porca Matrizeira;205;0
12/2016;MS;Frango;12041554;0
12/2016;PR;Bufala;5;0
12/2016;SC;Novilho Precoce;2169;0
12/2016;TO;Frango;1882242;0
12/2017;PR;Frango;142027802;0
12/2017;SC;Marreco;4215;0
12/2018;GO;Equino;35;32
12/2018;PR;Galinha;5273504;0
12/2018;RS;Novilha Precoce;471;0
12/2018;SC;Leitao;2795;0
12/2019;RO;Vaca;52464;0
12/2019;SC;Marreco;18711;0
12/2019;SC;Suino Tipo Carne,;152008;151864
12/2019;SP;Ovino;225;0
12/2020;MG;Novilho Precoce;25792;0
12/2020;MG;Suino Tipo Carne,;61043;52386
12/2020;MT;Novilhao;6969;0
12/2021;CE;Frango;12960;0
12/2021;GO;Suíno;151277;149445
12/2021;PI;Asinino;13;697
12/2021;PR;Bovino;44755;26577
12/2021;SC;Aves;7977576;9731877
01/2001;MS;Suino;303;243
01/2003;MT;Novilho Intermediario;126;0
01/2003;RS;Novilha Precoce;22;0
01/2004;GO;Galinha De Postura;10635;0
01/2004;PR;Leitao;130;0
01/2004;RJ;Equino;149;120
01/2005;GO;Muar;56;52
01/2005;MG;Porca Matrizeira;1119;0
01/2005;PR;Bufala;71;0
01/2005;SC;Equino;169;146
01/2007;GO;Bovino;173727;97016
01/2007;GO;Novilhao;7494;0
01/2007;PR;Suino Tipo Carne,;48169;48885
01/2007;SE;Bovino;3252;380
01/2008;DF;Galinha De Postura;13781;0
01/2008;MG;Cordeiro;136;0
01/2008;MG;Peru;581113;0
01/2008;PE;Frango;1062084;0
01/2008;SE;Avestruz;40;0
01/2008;TO;Bovino;45609;36623
01/2009;GO;Bufalo;14;0
01/2009;MT;Equino;90;55
01/2009;PA;Bufalo;77;0
01/2009;PR;Muar;22;39
01/2009;RS;Asinino;0;8
01/2009;SE;Frango;55881;0
01/2010;MG;Bovino;110540;38740
01/2010;MG;Leitao;20;0
01/2010;MS;Novilhona;30;0
01/2011;MS;Bovino;176312;145272
01/2011;MS;Galo;3974;0
01/2011;MT;Galinha;412376;0
01/2011;PA;Frango;1966213;0
01/2011;PA;Novilhona;2484;0
01/2011;RS;Peru;303568;0
01/2011;RS;Porco Matrizeiro;191;0
01/2012;GO;Galinha;309225;0
01/2012;PE;Frango;987263;0
01/2012;RS;Touro/Touruno;56;0
01/2012;SP;Avestruz;109;0
01/2013;AM;Novilhona;23;0
01/2013;MG;Coelho;735;0
01/2013;PR;Suino;126688;135946
01/2013;PR;Vaca;2249;0
01/2013;RS;Suino;287750;264853
01/2013;SE;Bovino;3499;237
01/2014;DF;Bovino;50;0
01/2014;MG;Galinha;311151;0
01/2014;MG;Novilha Precoce;966;0
01/2014;MT;Suino Tipo Carne,;75447;74901
01/2014;RS;Novilho Precoce;516;0
01/2014;SC;Galinha;516925;0
01/2015;BA;Bovino;23272;16277
01/2015;MG;Porco Matrizeiro;90;0
01/2015;RS;Bufala;401;0
01/2015;SP;Suino;11013;9827
01/2015;SP;Vaca;1447;0
01/2016;MS;Porco Nao Classificado;3780;0
01/2017;MT;Suino Tipo Carne,;94457;98271
01/2017;PE;Galeto;1229151;0
01/2017;SP;Bufalo;44;0
01/2018;ES;Bufalo;221;0
01/2018;MG;Coelho;833;0
01/2018;MG;Leitoa;75;0
01/2018;RS;Porco Nao Classificado;1326;0
01/2018;SP;Galinha;1288719;0
01/2019;GO;Novilho Intermediario;22726;0
01/2019;MS;Suino Tipo Carne,;94859;649
01/2019;RS;Bufalo;252;0
01/2019;TO;Frango;931562;0
01/2020;AM;Bovino;3133;1762
01/2020;PA;Vaca;1972;0
01/2020;SC;Porco Nao Classificado;187003;0
01/2020;SC;Suino;361900;351439
01/2020;SP;Porca Matrizeira;801;0
01/2020;SP;Porco Nao Classificado;34128;0
01/2021;GO;Bufala;60;0
01/2021;GO;Porca Matrizeira;1469;0
01/2021;MG;Ovelha;23;0
01/2021;PA;Bufala;14;0
01/2021;RS;Bufala;288;0
01/2021;SP;Cordeiro;490;0
01/2022;MT;Galinha;6504;422437
01/2022;TO;Bovino;55761;20190
02/2003;RS;Galinha;157894;0
02/2003;SC;Leitao;757;0
02/2004;MG;Equino;1210;1022
02/2004;MT;Touro/Touruno;1479;0
02/2004;PA;Novilhao;489;0
02/2004;RO;Novilhao;36770;0
02/2004;RS;Galinha;212225;0
02/2004;SC;Porco Matrizeiro;184;0
02/2005;RS;Bufala;113;0
02/2005;SE;Equino;50;64
02/2006;GO;Novilha Precoce;447;0
02/2006;SC;Equino;230;178
02/2007;BA;Equino;180;200
02/2007;GO;Faizão;970764;0
02/2007;MG;Peru;670033;0
02/2007;PR;Porco Matrizeiro;2;0
02/2007;SC;Coelho;1950;0
02/2008;AL;Avestruz;57;0
02/2008;BA;Suino;2835;1634
02/2008;RJ;Bovino;1661;1665
02/2008;RS;Novilho Intermediario;5865;0
02/2008;SC;Porco Nao Classificado;31406;0
02/2008;SE;Avestruz;25;0
02/2009;AL;Avestruz Fêmea;36;0
02/2009;AM;Bovino;2681;1497
02/2009;MG;Bufala;1;0
02/2009;MG;Porco Matrizeiro;36;0
02/2009;PR;Leitoa;111;0
02/2009;SP;Faizão;7182;0
02/2010;BA;Caprino;389;141
02/2011;BA;Bovino;22001;6929
02/2011;MG;Avestruz;29;0
02/2011;MS;Muar;5;5
02/2011;MS;Novilhona;166;0
02/2011;PR;Bovino;38033;28395
02/2011;RS;Ovelha;7528;0
02/2011;SP;Muar;6;6
02/2012;BA;Bovino;24959;7128
02/2012;BA;Muar;5;1
02/2012;RS;Galinha;631741;0
02/2013;BA;Galo;2448;0
02/2013;MS;Bufala;94;0
02/2013;MS;Novilha Intermediaria;76;0
02/2013;RS;Leitoa;618;0
02/2013;SP;Ovino;370;540
02/2014;AM;Vaca;19;0
02/2014;MS;Novilhona;101;0
02/2014;SP;Avestruz;90;0
02/2015;RS;Suino;241649;211477
02/2015;SP;Porca Matrizeira;545;0
02/2016;BA;Caprino;1;0
02/2016;BA;Paca;5;0
02/2016;MG;Suino;68518;51759
02/2016;MS;Bovino;182725;138080
02/2016;PA;Novilhao;4632;0
02/2016;PR;Coelho;330;0
02/2016;RO;Vaca;48469;0
02/2016;SC;Leitoa;868;0
02/2017;AC;Suino Tipo Carne,;1142;1142
02/2017;CE;Frango;345817;0
02/2017;RS;Leitoa;977;0
02/2017;SC;Porco Matrizeiro;10;0
02/2018;BA;Galinha;19538;0
02/2018;RS;Galinha;486226;0
02/2018;SC;Leitao;1484;0
02/2018;SP;Frango;35114573;0
02/2018;SP;Galinha De Postura;334471;0
02/2019;MS;Frango;12323385;0
02/2020;SP;Galo;16656;0
02/2020;TO;Vaca;89;0
